time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2020-04-14 09:30:00-04:00,MLTrader,c5769f155c11416e80df231ab5515d4c,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-14 09:30:00-04:00,MLTrader,c5769f155c11416e80df231ab5515d4c,SPY,buy,market,fill,1,gtc,0.0,1,stock,280.9800109863281,1.0,0.0
2020-04-15 09:30:00-04:00,MLTrader,510581c34d0043838ec42549aa8982b6,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-15 09:30:00-04:00,MLTrader,510581c34d0043838ec42549aa8982b6,SPY,buy,market,fill,1,gtc,0.0,1,stock,277.57000732421875,1.0,0.0
2020-04-16 09:30:00-04:00,MLTrader,a90f87fdecb74d61a6d253d5c577d4de,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-16 09:30:00-04:00,MLTrader,a90f87fdecb74d61a6d253d5c577d4de,SPY,buy,market,fill,1,gtc,0.0,1,stock,279.1499938964844,1.0,0.0
2020-04-17 09:30:00-04:00,MLTrader,51e0be58012242e28f49ecbc86d7a65b,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-17 09:30:00-04:00,MLTrader,51e0be58012242e28f49ecbc86d7a65b,SPY,buy,market,fill,1,gtc,0.0,1,stock,285.3800048828125,1.0,0.0
2020-04-20 09:30:00-04:00,MLTrader,daa0afb728c442dab311d1aae0fcc73a,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-20 09:30:00-04:00,MLTrader,daa0afb728c442dab311d1aae0fcc73a,SPY,buy,market,fill,1,gtc,0.0,1,stock,282.6099853515625,1.0,0.0
2020-04-21 09:30:00-04:00,MLTrader,0ef9abd731a944629d330747be969ed1,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-21 09:30:00-04:00,MLTrader,0ef9abd731a944629d330747be969ed1,SPY,buy,market,fill,1,gtc,0.0,1,stock,276.7300109863281,1.0,0.0
2020-04-22 09:30:00-04:00,MLTrader,dd307947e1a14ea9b52882eeab5a70f9,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-22 09:30:00-04:00,MLTrader,dd307947e1a14ea9b52882eeab5a70f9,SPY,buy,market,fill,1,gtc,0.0,1,stock,278.3500061035156,1.0,0.0
2020-04-23 09:30:00-04:00,MLTrader,604b3870b5ef44f0a90c7d9ffde21cde,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-23 09:30:00-04:00,MLTrader,604b3870b5ef44f0a90c7d9ffde21cde,SPY,buy,market,fill,1,gtc,0.0,1,stock,280.489990234375,1.0,0.0
2020-04-24 09:30:00-04:00,MLTrader,ea54808bef574f05980b15dc348e7d2c,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-24 09:30:00-04:00,MLTrader,ea54808bef574f05980b15dc348e7d2c,SPY,buy,market,fill,1,gtc,0.0,1,stock,280.7300109863281,1.0,0.0
2020-04-27 09:30:00-04:00,MLTrader,b8fd218b0d7a4a6090818576b5662763,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-27 09:30:00-04:00,MLTrader,b8fd218b0d7a4a6090818576b5662763,SPY,buy,market,fill,1,gtc,0.0,1,stock,285.1199951171875,1.0,0.0
2020-04-28 09:30:00-04:00,MLTrader,c8972f49dd99404aa6d24bc0f8d9d2c9,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-28 09:30:00-04:00,MLTrader,c8972f49dd99404aa6d24bc0f8d9d2c9,SPY,buy,market,fill,1,gtc,0.0,1,stock,291.0199890136719,1.0,0.0
2020-04-29 09:30:00-04:00,MLTrader,48def352829644d680a1f49202609469,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-29 09:30:00-04:00,MLTrader,48def352829644d680a1f49202609469,SPY,buy,market,fill,1,gtc,0.0,1,stock,291.5299987792969,1.0,0.0
2020-04-30 09:30:00-04:00,MLTrader,3084b56850df4fdd87958a890893ef5a,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-30 09:30:00-04:00,MLTrader,3084b56850df4fdd87958a890893ef5a,SPY,buy,market,fill,1,gtc,0.0,1,stock,291.7099914550781,1.0,0.0
2020-05-01 09:30:00-04:00,MLTrader,1a1608eae9bc43a9a5f0a6986536f8f0,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-05-01 09:30:00-04:00,MLTrader,1a1608eae9bc43a9a5f0a6986536f8f0,SPY,buy,market,fill,1,gtc,0.0,1,stock,285.30999755859375,1.0,0.0
2020-05-04 09:30:00-04:00,MLTrader,c21a5fb4e73e4c61984e53706035481f,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2020-05-04 09:30:00-04:00,MLTrader,c21a5fb4e73e4c61984e53706035481f,SPY,buy,market,fill,1,gtc,0.0,1,stock,280.739990234375,1.0,0.0
