datetime,portfolio_value,cash,positions,return
2022-09-19 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-09-19 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-09-20 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-09-21 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-09-22 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-09-23 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-09-24 09:29:00-04:00,100000.0,100000.0,[],0.0
2022-09-24 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-09-26 08:30:00-04:00,100000.0,100000.0,[],0.0
2022-09-26 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-09-26 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-09-27 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-09-28 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-09-29 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-09-30 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-01 09:29:00-04:00,100000.0,100000.0,[],0.0
2022-10-01 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-03 08:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-03 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-03 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-04 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-05 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-06 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-07 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-08 09:29:00-04:00,100000.0,100000.0,[],0.0
2022-10-08 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-10 08:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-10 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-10 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-11 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-12 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-13 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-14 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-15 09:29:00-04:00,100000.0,100000.0,[],0.0
2022-10-15 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-17 08:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-17 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-17 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-18 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-19 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-20 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-21 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-22 09:29:00-04:00,100000.0,100000.0,[],0.0
2022-10-22 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-24 08:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-24 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-24 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-25 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-26 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-27 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-28 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-29 09:29:00-04:00,100000.0,100000.0,[],0.0
2022-10-29 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-31 08:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-31 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-10-31 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-11-01 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-11-02 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-11-03 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-11-04 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-11-05 09:29:00-04:00,100000.0,100000.0,[],0.0
2022-11-05 09:30:00-04:00,100000.0,100000.0,[],0.0
2022-11-07 08:30:00-05:00,100000.0,100000.0,[],0.0
2022-11-07 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-11-07 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-11-08 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-11-09 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-11-10 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-11-11 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-11-12 09:29:00-05:00,100000.0,100000.0,[],0.0
2022-11-12 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-11-14 08:30:00-05:00,100000.0,100000.0,[],0.0
2022-11-14 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-11-14 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-11-15 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-11-16 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-11-17 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-11-18 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-11-19 09:29:00-05:00,100000.0,100000.0,[],0.0
2022-11-19 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-11-21 08:30:00-05:00,100000.0,100000.0,[],0.0
2022-11-21 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-11-21 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-11-22 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-11-23 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-11-24 09:29:00-05:00,100000.0,100000.0,[],0.0
2022-11-24 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-11-25 08:30:00-05:00,100000.0,100000.0,[],0.0
2022-11-25 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-11-25 09:30:00-05:00,100000.0,100000.0,[],0.0
2022-11-26 09:29:00-05:00,100000.0,100000.0,[],0.0
